alpha,Directed Sensitivity,Directed Specificity,Directed Precision,Directed Recall,Undirected Sensitivity,Undirected Specificity,Undirected Precision,Undirected Recall
0.01,0.2174,0.9266,0.3846,0.2174,0.4348,0.9302,0.7692,0.4348
0.05,0.2609,0.8899,0.3333,0.2609,0.4783,0.8605,0.6471,0.4783
0.1,0.3478,0.9083,0.4444,0.3478,0.5217,0.8605,0.6667,0.5217
0.2,0.2609,0.8716,0.3,0.2609,0.5217,0.8372,0.6316,0.5217
