Directed Sensitivity,Directed Specificity,Directed Precision,Directed Recall,Undirected Sensitivity,Undirected Specificity,Undirected Precision,Undirected Recall
0.39129999999999987,0.8440000000000002,0.3461999999999999,0.39129999999999987,0.6087,0.7209000000000001,0.5384999999999998,0.6087
