Directed Sensitivity,Directed Specificity,Directed Precision,Directed Recall,Undirected Sensitivity,Undirected Specificity,Undirected Precision,Undirected Recall
0.34779999999999994,0.8257000000000002,0.2963000000000001,0.34779999999999994,0.5652000000000003,0.6743999999999998,0.4815000000000001,0.5652000000000003
