Directed Sensitivity,Directed Specificity,Directed Precision,Directed Recall,Undirected Sensitivity,Undirected Specificity,Undirected Precision,Undirected Recall
0.8444566666666666,0.9372799999999997,0.70001,0.8444566666666666,0.90001,0.8713899999999999,0.75001,0.90001
