alpha,Directed Sensitivity,Directed Specificity,Directed Precision,Directed Recall,Undirected Sensitivity,Undirected Specificity,Undirected Precision,Undirected Recall
0.01,0.0,0.8824,0.0,0.0,0.0,0.8571000000000001,0.0,0.0
0.05,0.0,0.8235,0.0,0.0,0.3333,0.8571000000000001,0.5,0.3333
0.1,0.0,0.7647,0.0,0.0,0.6667,0.8571000000000001,0.6667,0.6667
0.2,0.0,0.7647,0.0,0.0,0.6667,0.8571000000000001,0.6667,0.6667
