Directed Sensitivity,Directed Specificity,Directed Precision,Directed Recall,Undirected Sensitivity,Undirected Specificity,Undirected Precision,Undirected Recall
0.5761666666666668,0.5724533333333335,0.29127000000000003,0.5761666666666668,0.9809466666666666,0.125,0.49504,0.9809466666666666
