Directed Sensitivity,Directed Specificity,Directed Precision,Directed Recall,Undirected Sensitivity,Undirected Specificity,Undirected Precision,Undirected Recall
0.5972133333333335,0.7511066666666667,0.49065,0.5972133333333335,0.7611100000000001,0.38885999999999993,0.6244833333333334,0.7611100000000001
