Directed Sensitivity,Directed Specificity,Directed Precision,Directed Recall,Undirected Sensitivity,Undirected Specificity,Undirected Precision,Undirected Recall
0.5294000000000002,0.7204000000000003,0.25710000000000005,0.5294000000000002,0.8234999999999998,0.4474,0.40000000000000013,0.8234999999999998
