alpha,Directed Sensitivity,Directed Specificity,Directed Precision,Directed Recall,Undirected Sensitivity,Undirected Specificity,Undirected Precision,Undirected Recall
0.01,0.5078366666666666,0.8293966666666666,0.3558733333333333,0.5078366666666666,0.64706,0.6447233333333333,0.45264666666666664,0.64706
0.05,0.5078433333333333,0.8247433333333334,0.34479666666666664,0.5078433333333333,0.6078433333333333,0.6157833333333333,0.41361000000000003,0.6078433333333333
0.1,0.49411999999999995,0.82403,0.3411633333333333,0.49411999999999995,0.6156833333333334,0.6236733333333333,0.4231,0.6156833333333334
0.2,0.4902033333333333,0.8161299999999999,0.32996,0.4902033333333333,0.6333333333333333,0.61403,0.42769666666666667,0.6333333333333333
