Directed Sensitivity,Directed Specificity,Directed Precision,Directed Recall,Undirected Sensitivity,Undirected Specificity,Undirected Precision,Undirected Recall
0.23529999999999993,0.6881999999999997,0.1212,0.23529999999999993,0.7647000000000003,0.4737000000000002,0.3939000000000001,0.7647000000000003
