Directed Sensitivity,Directed Specificity,Directed Precision,Directed Recall,Undirected Sensitivity,Undirected Specificity,Undirected Precision,Undirected Recall
0.39129999999999987,0.8257000000000002,0.3214000000000001,0.39129999999999987,0.5216999999999998,0.6279000000000001,0.4285999999999999,0.5216999999999998
