alpha,Directed Sensitivity,Directed Specificity,Directed Precision,Directed Recall,Undirected Sensitivity,Undirected Specificity,Undirected Precision,Undirected Recall
0.01,0.2174,0.8899,0.2941,0.2174,0.4783,0.907,0.7333,0.4783
0.05,0.3478,0.8899,0.4,0.3478,0.5217,0.8372,0.6316,0.5217
0.1,0.3478,0.8806999999999999,0.381,0.3478,0.5217,0.814,0.6,0.5217
0.2,0.1304,0.8257,0.1364,0.1304,0.5217,0.7907,0.5714,0.5217
