Directed Sensitivity,Directed Specificity,Directed Precision,Directed Recall,Undirected Sensitivity,Undirected Specificity,Undirected Precision,Undirected Recall
0.5216999999999998,0.8899000000000002,0.5,0.5216999999999998,0.5652000000000003,0.7441999999999998,0.5417000000000001,0.5652000000000003
