Directed Sensitivity,Directed Specificity,Directed Precision,Directed Recall,Undirected Sensitivity,Undirected Specificity,Undirected Precision,Undirected Recall
0.5714000000000001,0.6087,0.30770000000000003,0.5714000000000001,0.8570999999999998,0.125,0.4615000000000002,0.8570999999999998
