Directed Sensitivity,Directed Specificity,Directed Precision,Directed Recall,Undirected Sensitivity,Undirected Specificity,Undirected Precision,Undirected Recall
0.5833,0.8000000000000003,0.5384999999999998,0.5833,0.6666999999999997,0.4444,0.6154000000000001,0.6666999999999997
