Directed Sensitivity,Directed Specificity,Directed Precision,Directed Recall,Undirected Sensitivity,Undirected Specificity,Undirected Precision,Undirected Recall
0.4640666666666668,0.6758666666666666,0.39331999999999995,0.4640666666666668,0.7666666666666665,0.31666666666666665,0.6459366666666667,0.7666666666666665
