Directed Sensitivity,Directed Specificity,Directed Precision,Directed Recall,Undirected Sensitivity,Undirected Specificity,Undirected Precision,Undirected Recall
0.91013,0.9489400000000001,0.7938400000000001,0.91013,0.91013,0.8705499999999999,0.7938400000000001,0.91013
