Directed Sensitivity,Directed Specificity,Directed Precision,Directed Recall,Undirected Sensitivity,Undirected Specificity,Undirected Precision,Undirected Recall
0.7714166666666668,0.7130533333333332,0.4522666666666667,0.7714166666666668,0.9761833333333333,0.3541666666666667,0.5735366666666667,0.9761833333333333
