Directed Sensitivity,Directed Specificity,Directed Precision,Directed Recall,Undirected Sensitivity,Undirected Specificity,Undirected Precision,Undirected Recall
0.3332999999999999,0.6429000000000002,0.28570000000000007,0.3332999999999999,0.6666999999999997,0.25,0.5714000000000001,0.6666999999999997
