alpha,Directed Sensitivity,Directed Specificity,Directed Precision,Directed Recall,Undirected Sensitivity,Undirected Specificity,Undirected Precision,Undirected Recall
0.01,0.6667,0.8571000000000001,0.6667,0.6667,0.6667,0.5,0.6667,0.6667
0.05,0.1667,0.5714,0.1429,0.1667,0.8333,0.5,0.7143,0.8333
0.1,0.1667,0.5714,0.1429,0.1667,0.8333,0.5,0.7143,0.8333
0.2,0.1667,0.5714,0.1429,0.1667,0.8333,0.5,0.7143,0.8333
