Directed Sensitivity,Directed Specificity,Directed Precision,Directed Recall,Undirected Sensitivity,Undirected Specificity,Undirected Precision,Undirected Recall
0.44782666666666665,0.8330366666666669,0.3636433333333333,0.44782666666666665,0.6840733333333332,0.70309,0.5527866666666668,0.6840733333333332
