Directed Sensitivity,Directed Specificity,Directed Precision,Directed Recall,Undirected Sensitivity,Undirected Specificity,Undirected Precision,Undirected Recall
0.6777666666666666,0.7761933333333334,0.5678566666666666,0.6777666666666666,0.8944366666666668,0.5416666666666666,0.7474033333333334,0.8944366666666668
