alpha,Directed Sensitivity,Directed Specificity,Directed Precision,Directed Recall,Undirected Sensitivity,Undirected Specificity,Undirected Precision,Undirected Recall
0.01,0.73334,0.7092033333333333,0.5311733333333334,0.73334,0.9641133333333334,0.32083333333333336,0.6995333333333333,0.9641133333333334
0.05,0.7307766666666667,0.7034566666666666,0.5253533333333333,0.7307766666666667,0.9666766666666666,0.30833333333333335,0.6961700000000001,0.9666766666666666
0.1,0.7307766666666667,0.7034566666666666,0.5253533333333333,0.7307766666666667,0.9641133333333334,0.30416666666666664,0.6944166666666667,0.9641133333333334
0.2,0.7307766666666667,0.70116,0.52367,0.7307766666666667,0.9666766666666666,0.3,0.6936133333333333,0.9666766666666666
