Directed Sensitivity,Directed Specificity,Directed Precision,Directed Recall,Undirected Sensitivity,Undirected Specificity,Undirected Precision,Undirected Recall
0.6512833333333334,0.8023066666666667,0.60148,0.6512833333333334,0.7384600000000001,0.425,0.6777666666666667,0.7384600000000001
