ego_vehicle,route_length,pedestrians,npc_vehicles,outside_route_lanes,carla_version,completion_score,simulation_time,driving_score,system_time,infraction,weather
vehicle.bmw.isetta,207.01921297077124,145.0,177,0.0,10,100.0,114.90000171214342,100.0,496.5440793037415,none,0
vehicle.bmw.isetta,82.7731237397857,140.0,177,0.0,10,0.0,2.450000036507845,0.0,8.039913892745972,red_light,1
vehicle.bmw.isetta,178.9391330373126,147.0,177,0.0,10,98.31287360840916,418.0000062286854,98.31287360840916,1755.8151788711548,none,2
vehicle.bmw.isetta,238.10978756392848,142.0,177,0.0,10,100.0,141.20000210404396,100.0,674.2910680770874,none,3
vehicle.bmw.isetta,223.3329029008772,143.0,177,10.64,10,98.68428625713396,594.0500088520348,88.18204332228864,2567.2544350624084,none,1
vehicle.bmw.isetta,167.56487086493937,148.0,177,0.0,10,98.68817242944812,432.7000064477325,98.68817242944812,2095.9694731235504,none,4
vehicle.bmw.isetta,194.9718798637444,146.0,177,26.31,10,8.68647644522261,999.0500148870052,6.400980281759373,5317.947593450546,none,5
vehicle.bmw.isetta,115.88590957775584,141.0,177,0.0,10,100.0,308.5500045977533,100.0,1465.9135229587555,none,6
vehicle.bmw.isetta,43.096043644042815,142.0,177,0.0,10,7.066566422530138,8.550000127404928,4.239939853518083,40.87426996231079,collisions_vehicle,3
vehicle.bmw.isetta,58.63827134877027,,177,0.0,10,0.0,0.050000000745058,0.0,0.1574633121490478,red_light,1
vehicle.bmw.isetta,77.26589929384768,143.0,177,0.0,10,47.818190214542334,67.75000100955367,28.6909141287254,284.82965755462646,collisions_vehicle,6
vehicle.bmw.isetta,162.78504929646405,145.0,177,7.9,10,100.0,197.75000294670463,92.10249296008108,836.0990481376648,none,4
vehicle.bmw.isetta,198.33133495156537,145.0,177,0.0,10,97.07372719097572,138.20000205934048,58.24423631458543,670.5642559528351,collisions_vehicle,7
vehicle.bmw.isetta,101.61206212778252,143.0,177,0.0,10,97.79732483468278,546.1000081375241,97.79732483468278,2352.1731362342834,none,8
vehicle.bmw.isetta,114.14997116258075,141.0,177,8.62,10,69.16579887436914,150.75000224635005,41.08074195236943,593.0328617095947,collisions_layout,8
vehicle.bmw.isetta,89.85816825817592,142.0,177,0.0,10,97.79184070872851,491.0500073172152,97.79184070872851,2427.017853975296,none,3
vehicle.bmw.isetta,117.1820118020656,144.0,176,0.0,10,98.69252614297608,601.5500089637935,98.69252614297608,2867.559336423874,none,5
vehicle.bmw.isetta,124.7108900544878,149.0,177,0.0,10,100.0,96.40000143647194,100.0,351.6483519077301,none,6
vehicle.bmw.isetta,97.85226981529962,146.0,177,0.0,10,0.3341582457648769,2.550000037997961,0.2339107720354138,9.162339210510254,red_light,9
vehicle.bmw.isetta,152.4820958031289,146.0,177,0.0,10,100.0,86.45000128820539,100.0,413.30203914642334,none,2
vehicle.bmw.isetta,273.33199613203595,145.0,177,0.0,10,0.689627730899564,13.15000019595027,0.4827394116296947,49.98420262336731,red_light,8
vehicle.bmw.isetta,174.53322915148334,150.0,176,0.0,10,35.228764899498465,176.2000026255846,21.13725893969908,832.1360611915588,collisions_vehicle,5
vehicle.bmw.isetta,56.30132988530262,141.0,177,0.0,10,97.95634578939412,324.55000483617187,97.95634578939412,1450.6225192546844,none,10
vehicle.bmw.isetta,187.8028807307963,139.0,177,0.0,10,98.50886750767948,901.650013435632,98.50886750767948,3012.6688725948334,none,7
vehicle.bmw.isetta,148.57995264526733,141.0,177,0.0,10,100.0,290.200004324317,100.0,1237.3627924919128,none,3
vehicle.bmw.isetta,67.64448743494455,139.0,177,0.0,10,97.8667075132946,257.500003837049,97.8667075132946,1143.4386954307556,none,1
vehicle.bmw.isetta,247.34437197628097,143.0,177,33.01,10,7.750058654082857,18.55000027641654,3.115179895991939,114.5644793510437,collisions_vehicle,9
vehicle.bmw.isetta,185.99463978365304,144.0,177,0.0,10,100.0,75.40000112354755,100.0,297.60253834724426,none,11
vehicle.bmw.isetta,50.992664209856144,147.0,177,0.0,10,95.88114004257964,224.2000033408404,95.88114004257964,1081.725418329239,none,12
vehicle.bmw.isetta,80.77520493729264,142.0,177,0.0,10,30.866339863699032,282.3000042065978,21.60643790458932,1274.1912157535553,red_light,2
vehicle.bmw.isetta,154.22773630668453,144.0,177,0.0,10,100.0,165.65000246837735,100.0,863.9446232318878,none,8
vehicle.bmw.isetta,81.18335428520193,142.0,177,0.0,10,98.0943522509119,102.95000153407454,68.66604657563832,491.81799387931824,red_light,13
vehicle.bmw.isetta,126.51974353648706,143.0,177,0.0,10,98.07636276672449,490.850007314235,98.07636276672449,1800.837732553482,none,1
vehicle.bmw.isetta,275.5098342056596,143.0,177,40.37,10,8.10938483824933,503.4000075012445,2.9011389523875377,2678.4467408657074,collisions_vehicle,12
vehicle.bmw.isetta,161.0705508614438,144.0,177,0.0,10,98.51706946026783,457.3500068150461,98.51706946026783,2400.0307602882385,none,8
vehicle.bmw.isetta,212.21998513514657,146.0,177,0.0,10,63.01566886784535,288.500004298985,37.80940132070721,1328.9706528186798,collisions_vehicle,14
vehicle.bmw.isetta,92.67208641879182,143.0,177,31.63,10,18.11085582765734,212.1000031605363,12.382020693053107,955.7349982261658,none,13
vehicle.bmw.isetta,155.64995003145023,144.0,177,0.0,10,100.0,228.35000340268016,100.0,852.8260481357574,none,13
vehicle.bmw.isetta,168.14150198346732,146.0,177,0.0,10,31.966944547459185,121.40000180900095,19.18016672847551,788.5562937259674,collisions_vehicle,8
vehicle.bmw.isetta,135.6931039120751,144.0,176,0.0,10,32.9771254860188,93.40000139176846,21.435131565912226,349.4457323551178,collisions_layout,12
vehicle.bmw.isetta,121.9713958242025,149.0,177,0.0,10,100.0,206.4500030763448,100.0,881.256457567215,none,15
vehicle.bmw.isetta,90.0830794673052,145.0,177,0.0,10,12.166403723490731,60.400000900030136,8.51648260644351,287.8887724876404,red_light,14
vehicle.bmw.isetta,71.692100036983,145.0,176,0.0,10,98.79505801832866,444.0000066161156,98.79505801832866,2101.469473600388,none,14
vehicle.bmw.isetta,195.33833164299287,144.0,177,0.0,10,98.96883652118282,663.5000098869205,98.96883652118282,2717.8410823345184,none,13
vehicle.bmw.isetta,96.40022461549356,140.0,177,3.81,10,52.62688635077831,70.15000104531646,30.37245399782861,394.3113565444946,collisions_vehicle,5
vehicle.bmw.isetta,151.55090419619987,145.0,177,0.0,10,100.0,301.2000044882297,100.0,1211.9695479869845,none,11
vehicle.bmw.isetta,185.7261592234176,145.0,177,0.0,10,66.72317298759765,163.4500024355948,46.70622109131836,670.2482786178589,red_light,4
vehicle.bmw.isetta,141.90401885803934,144.0,176,0.0,10,98.96942421376984,372.4000055491924,98.96942421376984,1334.9148542881012,none,1
vehicle.bmw.isetta,159.02180304401404,141.0,177,0.9,10,98.71864427457284,236.50000352412465,97.82525274166154,958.6776537895204,none,1
vehicle.bmw.isetta,69.93839879481226,143.0,177,0.0,10,48.56649498202687,161.50000240653753,29.13989698921612,928.064206123352,collisions_vehicle,14
vehicle.bmw.isetta,222.93380901648845,145.0,177,0.0,10,100.0,371.8500055409968,100.0,1796.7693712711334,none,3
vehicle.bmw.isetta,237.9464389452768,143.0,177,0.0,10,100.0,378.050005633384,100.0,1670.3951377868652,none,16
vehicle.bmw.isetta,200.10978739194945,145.0,177,0.0,10,100.0,85.45000127330422,100.0,433.64402985572815,none,17
vehicle.bmw.isetta,139.8224897592828,139.0,176,0.0,10,27.69300306906916,110.7500016503036,16.615801841441492,481.1803512573242,collisions_vehicle,2
vehicle.bmw.isetta,129.7494968599369,146.0,177,0.0,10,47.100629936088986,110.35000164434314,28.26037796165339,529.5445241928101,collisions_vehicle,3
vehicle.bmw.isetta,59.98171397690685,144.0,177,0.0,10,98.3079209536202,240.0500035770237,98.3079209536202,1096.5891332626345,none,5
