alpha,Directed Sensitivity,Directed Specificity,Directed Precision,Directed Recall,Undirected Sensitivity,Undirected Specificity,Undirected Precision,Undirected Recall
0.01,0.3478,0.9358,0.5333,0.3478,0.4783,0.907,0.7333,0.4783
0.05,0.3913,0.9083,0.4737,0.3913,0.5217,0.8372,0.6316,0.5217
0.1,0.3913,0.8991,0.45,0.3913,0.5217,0.814,0.6,0.5217
0.2,0.2174,0.8532,0.2381,0.2174,0.5217,0.7907,0.5714,0.5217
