Directed Sensitivity,Directed Specificity,Directed Precision,Directed Recall,Undirected Sensitivity,Undirected Specificity,Undirected Precision,Undirected Recall
0.5215566666666668,0.71683,0.25199000000000005,0.5215566666666668,0.8274266666666664,0.4438866666666666,0.39977333333333337,0.8274266666666664
